
INFO: CA_fragment_classifier_base: loaded 27 pdb fragments

PAC_SS_SCORE	20200	-0.833484	ALA	ALA	A	alpha	-0.833484	-0.391036	-0.385159	2400.29	18091.4	17985.4	0.0167207	0.126027	0.125288	
PAC_SS_SCORE	20201	1.01413	ALA	ALA	B	beta	1.01413	0.370087	0.54167	44.2906	989.41	833.41	0.00263541	0.0588724	0.04959	
PAC_SS_SCORE	20202	1.85434	ALA	ALA	C	other	1.85434	0.529153	1.22542	4.29063	189.41	94.4096	0.00113749	0.0502146	0.025029	
PAC_SS_SCORE	20203	1.54211	ALA	ALA	D	beta	1.54211	0.545198	0.696127	28.2906	899.41	773.41	0.00155434	0.0494154	0.0424927	
PAC_SS_SCORE	20204	2.62098	ALA	ALA	E	other	2.62098	-0.149557	1.78113	3.29063	616.41	89.4096	0.000528445	0.0989898	0.0143584	
PAC_SS_SCORE	20205	0.210768	ALA	ALA	F	other	0.210768	0.471603	0.0854178	99.2906	897.41	1320.41	0.00588494	0.0531893	0.0782604	
PAC_SS_SCORE	20206	0.44778	ALA	ALA	G	other	0.44778	0.636111	-0.129388	44.2906	430.41	925.41	0.00464311	0.045121	0.0970133	
PAC_SS_SCORE	20207	1.70837	ALA	ALA	H	other	1.70837	0.126579	0.793809	14.2906	815.41	418.41	0.00131626	0.0751045	0.0385382	
PAC_SS_SCORE	20208	0.433427	ALA	ALA	I	beta	0.433427	0.590024	-0.0897427	80.2906	805.41	1589.41	0.00471023	0.0472492	0.0932424	
PAC_SS_SCORE	20209	-0.126711	ALA	ALA	J	other	-0.126711	0.135941	0.0544914	82.2906	742.41	805.41	0.00824721	0.0744046	0.0807185	
PAC_SS_SCORE	20210	1.10125	ALA	ALA	K	beta	1.10125	0.540931	0.489518	32.2906	663.41	698.41	0.00241552	0.0496267	0.0522449	
PAC_SS_SCORE	20211	0.646046	ALA	ALA	L	beta	0.646046	0.290146	0.267033	61.2906	1026.41	1050.41	0.00380805	0.063772	0.0652631	
PAC_SS_SCORE	20212	1.02126	ALA	ALA	M	other	1.02126	0.872488	-0.102229	48.2906	657.41	1742.41	0.00261667	0.0356223	0.094414	
PAC_SS_SCORE	20213	0.55556	ALA	ALA	N	beta	0.55556	0.127365	0.419635	83.2906	1499.41	1119.41	0.0041687	0.0750455	0.0560265	
PAC_SS_SCORE	20214	0.278642	ALA	ALA	O	beta	0.278642	0.250212	0.0964674	70.2906	848.41	989.41	0.00549876	0.0663701	0.0774004	
PAC_SS_SCORE	20215	0.269603	ALA	ALA	P	beta	0.269603	0.133798	0.146887	97.2906	1307.41	1290.41	0.00554868	0.0745643	0.0735947	
PAC_SS_SCORE	20216	0.236796	ALA	ALA	Q	beta	0.236796	-0.0467624	0.365915	114.291	1780.41	1178.41	0.00573374	0.0893197	0.0591185	
